height,weight,label 
157,41,thin
193,82,normal
170,93,fat
161,80,fat
122,83,fat
186,45,thin
148,45,normal
145,65,fat
151,49,normal
138,84,fat
152,42,thin
140,56,fat
197,64,thin
132,65,fat
198,91,normal
194,42,thin
182,98,fat
170,48,thin
172,66,normal
134,84,fat
194,91,normal
156,39,thin
151,85,fat
147,42,normal
189,38,thin
174,81,fat
184,39,thin
155,94,fat
158,68,fat
175,86,fat
189,100,fat
139,36,normal
152,48,normal
177,97,fat
167,92,fat
177,37,thin
176,65,normal
123,98,fat
164,87,fat
136,36,normal
166,61,normal
176,91,fat
150,66,fat
161,80,fat
164,51,normal
156,75,fat
164,51,normal
146,88,fat
178,86,fat
142,55,fat
174,44,thin
181,43,thin
155,39,thin
162,62,normal
132,93,fat
177,65,normal
183,84,fat
163,60,normal
157,61,normal
195,61,thin
183,89,fat
173,65,normal
150,99,fat
121,50,fat
137,75,fat
170,58,normal
190,80,normal
189,85,normal
133,53,fat
139,95,fat
133,47,fat
142,60,fat
134,94,fat
190,90,normal
129,73,fat
158,62,normal
140,72,fat
128,54,fat
163,50,normal
196,58,thin
193,55,thin
179,73,normal
153,63,fat
124,58,fat
184,85,fat
172,35,thin
185,96,fat
160,56,normal
181,44,thin
129,80,fat
199,53,thin
165,99,fat
137,49,fat
198,36,thin
158,57,normal
120,50,fat
177,72,normal
145,41,normal
145,76,fat
159,58,normal
177,50,thin
187,75,normal
147,42,normal
153,51,normal
132,97,fat
183,84,fat
144,45,normal
142,71,fat
165,98,fat
133,67,fat
184,50,thin
184,90,fat
143,72,fat
122,94,fat
120,85,fat
141,58,fat
156,55,normal
172,87,fat
131,49,fat
149,87,fat
152,85,fat
151,55,normal
140,48,normal
173,67,normal
152,67,fat
147,95,fat
179,55,thin
192,75,normal
139,77,fat
133,60,fat
189,58,thin
128,62,fat
193,52,thin
158,84,fat
170,41,thin
160,94,fat
136,73,fat
172,72,normal
199,50,thin
195,42,thin
169,55,normal
175,48,thin
142,90,fat
124,41,fat
139,36,normal
167,87,fat
188,55,thin
162,58,normal
195,63,thin
162,99,fat
187,68,normal
137,67,fat
160,100,fat
181,37,thin
172,56,normal
123,50,fat
156,37,thin
178,54,thin
141,58,fat
170,81,fat
122,95,fat
170,69,normal
162,62,normal
171,40,thin
138,88,fat
187,66,normal
185,71,normal
141,37,normal
139,38,normal
153,100,fat
168,75,fat
188,58,thin
173,90,fat
160,90,fat
175,45,thin
189,72,normal
159,83,fat
173,81,fat
162,44,thin
184,72,normal
149,88,fat
154,85,fat
196,47,thin
186,48,thin
134,88,fat
172,89,fat
186,88,fat
132,53,fat
148,86,fat
140,69,fat
162,72,fat
179,88,fat
142,99,fat
133,83,fat
176,61,normal
158,85,fat
184,98,fat
135,77,fat
134,65,fat
141,95,fat
170,96,fat
181,91,fat
200,37,thin
168,49,thin
133,65,fat
145,52,normal
130,35,normal
177,78,normal
191,46,thin
188,35,thin
126,78,fat
143,62,fat
139,51,fat
158,77,fat
190,85,normal
180,84,fat
186,84,normal
177,57,thin
171,51,thin
134,62,fat
184,77,normal
166,76,fat
156,70,fat
197,47,thin
150,65,fat
162,74,fat
147,43,normal
167,97,fat
197,53,thin
177,85,fat
193,96,fat
124,74,fat
155,46,normal
168,96,fat
193,88,normal
196,70,thin
186,42,thin
192,61,thin
137,72,fat
177,47,thin
151,50,normal
192,73,normal
124,39,fat
124,52,fat
158,95,fat
182,74,normal
149,78,fat
177,56,thin
163,93,fat
170,96,fat
151,73,fat
151,85,fat
198,57,thin
131,77,fat
164,53,normal
161,51,normal
191,98,fat
160,92,fat
135,39,normal
129,64,fat
171,68,normal
161,92,fat
132,84,fat
161,90,fat
183,37,thin
198,92,normal
188,62,thin
183,56,thin
125,55,fat
122,81,fat
196,45,thin
185,56,thin
200,40,thin
197,100,fat
125,73,fat
176,81,fat
166,43,thin
188,99,fat
189,71,normal
176,76,normal
126,48,fat
139,56,fat
181,71,normal
182,64,normal
167,51,thin
124,47,fat
135,92,fat
176,99,fat
193,69,normal
161,44,thin
145,49,normal
147,44,normal
153,84,fat
186,99,fat
131,85,fat
127,56,fat
182,91,fat
163,45,thin
179,47,thin
162,64,normal
189,85,normal
152,86,fat
147,55,fat
192,46,thin
192,90,normal
152,39,thin
152,64,fat
133,35,normal
137,69,fat
126,75,fat
122,36,normal
181,38,thin
142,40,normal
136,84,fat
180,67,normal
160,47,thin
126,48,fat
158,46,thin
169,61,normal
167,59,normal
200,52,thin
189,83,normal
190,95,fat
190,43,thin
174,54,thin
121,66,fat
136,50,fat
169,59,normal
148,48,normal
188,79,normal
143,82,fat
182,97,fat
125,44,fat
186,58,thin
176,53,thin
138,43,normal
197,68,thin
164,76,fat
195,46,thin
193,75,normal
142,92,fat
165,51,normal
128,49,fat
137,94,fat
182,37,thin
174,54,thin
175,40,thin
154,94,fat
193,37,thin
192,67,thin
150,81,fat
133,53,fat
194,47,thin
160,93,fat
156,56,normal
195,81,normal
174,44,thin
185,52,thin
145,56,fat
173,84,fat
122,50,fat
136,67,fat
135,91,fat
192,50,thin
172,45,thin
193,59,thin
187,65,normal
151,66,fat
195,37,thin
194,79,normal
141,51,fat
162,45,thin
179,41,thin
177,64,normal
193,60,thin
153,41,thin
160,90,fat
130,60,fat
144,92,fat
184,36,thin
198,74,normal
176,95,fat
186,62,thin
125,75,fat
156,36,thin
196,42,thin
182,78,normal
160,54,normal
186,76,normal
135,88,fat
180,59,thin
165,89,fat
188,89,fat
181,53,thin
150,82,fat
188,58,thin
127,92,fat
177,56,thin
146,48,normal
148,39,thin
192,75,normal
196,51,thin
127,64,fat
166,48,thin
181,87,fat
151,67,fat
144,53,fat
165,61,normal
126,48,fat
187,40,thin
191,46,thin
195,76,normal
152,66,fat
130,65,fat
153,44,normal
189,40,thin
149,87,fat
179,92,fat
142,61,fat
172,77,fat
177,95,fat
147,41,normal
189,76,normal
155,79,fat
161,98,fat
188,64,thin
196,86,normal
141,35,thin
158,71,fat
164,55,normal
124,63,fat
181,63,normal
151,81,fat
194,44,thin
191,82,normal
161,72,fat
183,85,fat
160,41,thin
120,63,fat
167,85,fat
127,81,fat
175,93,fat
169,88,fat
128,79,fat
156,59,normal
125,87,fat
159,96,fat
135,89,fat
124,47,fat
190,77,normal
160,90,fat
179,87,fat
139,45,normal
139,94,fat
127,55,fat
151,54,normal
192,86,normal
158,71,fat
151,60,fat
147,64,fat
154,85,fat
161,46,thin
171,90,fat
174,59,normal
154,36,thin
161,85,fat
181,55,thin
138,62,fat
159,36,thin
200,87,normal
165,70,fat
151,41,thin
128,84,fat
184,36,thin
194,95,fat
195,52,thin
151,88,fat
181,94,fat
165,88,fat
138,84,fat
159,71,fat
122,46,fat
120,91,fat
170,91,fat
152,44,normal
148,65,fat
140,52,fat
134,73,fat
142,56,fat
139,87,fat
178,39,thin
131,99,fat
191,56,thin
143,43,normal
184,76,normal
190,73,normal
125,62,fat
178,96,fat
197,58,thin
121,42,fat
183,82,normal
143,62,fat
148,49,normal
197,86,normal
130,96,fat
167,98,fat
129,39,normal
122,52,fat
185,80,normal
125,99,fat
136,67,fat
182,90,fat
138,86,fat
160,70,fat
196,41,thin
140,66,fat
146,36,thin
183,67,normal
139,73,fat
180,74,normal
171,45,thin
132,58,fat
157,58,normal
175,66,normal
152,54,normal
161,94,fat
124,65,fat
187,83,normal
198,61,thin
179,85,fat
121,43,fat
148,77,fat
133,43,normal
185,85,normal
184,88,fat
149,96,fat
148,88,fat
146,72,fat
147,47,normal
190,81,normal
176,58,normal
158,73,fat
178,87,fat
152,38,thin
124,65,fat
135,56,fat
170,78,fat
151,86,fat
140,73,fat
129,56,fat
158,92,fat
170,54,normal
184,35,thin
139,95,fat
185,64,normal
126,54,fat
145,37,thin
163,85,fat
172,68,normal
132,72,fat
179,43,thin
189,65,thin
172,47,thin
194,70,normal
159,65,fat
132,95,fat
199,60,thin
153,52,normal
164,42,thin
187,88,fat
200,52,thin
182,98,fat
179,74,normal
153,56,normal
133,70,fat
195,77,normal
140,53,fat
175,70,normal
144,86,fat
172,54,thin
197,82,normal
141,46,normal
126,40,fat
177,51,thin
186,96,fat
186,48,thin
146,98,fat
166,80,fat
176,86,fat
172,99,fat
169,47,thin
198,53,thin
172,57,normal
186,54,thin
190,83,normal
188,92,fat
121,86,fat
128,50,fat
168,44,thin
147,35,thin
151,95,fat
200,100,fat
167,61,normal
141,35,thin
169,50,thin
200,44,thin
134,50,fat
164,96,fat
171,86,fat
140,78,fat
166,44,thin
196,97,fat
196,90,normal
174,41,thin
176,41,thin
145,54,fat
130,53,fat
182,55,thin
171,40,thin
178,100,fat
186,71,normal
184,93,fat
145,64,fat
170,63,normal
131,91,fat
174,67,normal
198,99,fat
144,56,fat
161,93,fat
144,81,fat
140,77,fat
158,83,fat
191,68,normal
185,60,thin
189,99,fat
163,54,normal
138,77,fat
170,84,fat
137,56,fat
141,62,fat
183,64,normal
153,88,fat
157,87,fat
164,93,fat
146,80,fat
161,63,normal
187,70,normal
196,37,thin
200,73,thin
166,91,fat
172,59,normal
165,71,fat
191,67,thin
143,59,fat
188,94,fat
190,73,normal
181,87,fat
123,35,normal
173,58,normal
196,70,thin
147,79,fat
175,39,thin
175,82,fat
154,53,normal
198,57,thin
185,36,thin
131,78,fat
120,84,fat
121,79,fat
121,42,fat
198,80,normal
159,44,thin
129,78,fat
159,61,normal
161,94,fat
147,44,normal
171,67,normal
151,86,fat
120,100,fat
161,91,fat
169,85,fat
153,100,fat
134,89,fat
146,50,normal
154,52,normal
127,54,fat
157,99,fat
132,92,fat
165,39,thin
168,36,thin
141,44,normal
162,56,normal
186,55,thin
177,96,fat
200,75,normal
177,73,normal
131,40,normal
174,44,thin
177,50,thin
150,98,fat
198,39,thin
142,35,thin
157,48,normal
150,43,normal
164,64,normal
193,73,normal
188,63,thin
198,64,thin
123,61,fat
194,55,thin
199,94,normal
177,80,fat
136,80,fat
194,77,normal
120,84,fat
199,53,thin
163,80,fat
198,53,thin
188,74,normal
152,54,normal
154,41,thin
130,79,fat
184,40,thin
153,69,fat
192,67,thin
198,79,normal
176,60,normal
185,68,normal
130,41,normal
160,35,thin
173,37,thin
194,36,thin
150,54,normal
132,64,fat
132,88,fat
121,48,fat
144,48,normal
194,56,thin
184,63,normal
129,50,fat
193,69,normal
142,99,fat
193,88,normal
185,46,thin
194,69,thin
171,89,fat
138,42,normal
159,88,fat
173,51,thin
134,83,fat
191,64,thin
161,86,fat
134,97,fat
183,86,fat
165,100,fat
166,98,fat
194,72,normal
154,64,fat
153,72,fat
184,70,normal
130,98,fat
190,35,thin
163,83,fat
185,97,fat
197,68,thin
183,54,thin
122,73,fat
145,90,fat
138,71,fat
138,88,fat
125,58,fat
174,95,fat
140,65,fat
164,89,fat
193,98,fat
194,100,fat
193,63,thin
147,83,fat
183,48,thin
168,71,fat
187,35,thin
135,35,normal
138,35,thin
138,49,fat
151,55,normal
185,85,normal
191,79,normal
190,45,thin
183,48,thin
176,39,thin
178,45,thin
176,71,normal
189,78,normal
172,40,thin
147,57,fat
132,51,fat
184,48,thin
194,80,normal
183,39,thin
144,35,thin
145,89,fat
147,77,fat
159,99,fat
142,69,fat
182,87,fat
165,93,fat
169,57,normal
135,62,fat
182,86,fat
177,56,thin
128,61,fat
200,74,normal
200,96,normal
144,96,fat
148,55,fat
185,96,fat
128,71,fat
175,94,fat
172,67,normal
156,65,fat
147,40,normal
187,39,thin
168,52,thin
176,50,thin
187,93,fat
187,78,normal
145,72,fat
196,94,normal
133,98,fat
126,40,fat
183,93,fat
195,53,thin
134,98,fat
137,47,fat
133,65,fat
183,87,fat
133,40,normal
137,91,fat
122,83,fat
175,54,thin
137,35,normal
187,67,normal
187,50,thin
184,68,normal
126,58,fat
171,67,normal
188,58,thin
139,63,fat
168,90,fat
191,85,normal
126,78,fat
131,60,fat
166,83,fat
169,88,fat
171,41,thin
123,46,fat
157,63,fat
123,61,fat
163,85,fat
145,63,fat
147,70,fat
177,97,fat
152,45,normal
173,45,thin
125,37,normal
152,87,fat
128,83,fat
138,88,fat
146,79,fat
157,35,thin
153,74,fat
173,95,fat
175,65,normal
154,94,fat
165,83,fat
120,58,fat
183,85,fat
174,93,fat
130,92,fat
168,56,normal
154,89,fat
198,82,normal
132,49,fat
132,70,fat
196,35,thin
130,58,fat
186,50,thin
198,82,normal
167,56,normal
187,87,normal
186,57,thin
131,71,fat
161,56,normal
190,82,normal
172,76,fat
165,71,fat
186,70,normal
181,52,thin
167,73,fat
177,74,normal
148,65,fat
149,91,fat
137,56,fat
195,71,normal
161,70,fat
176,64,normal
167,86,fat
189,46,thin
136,48,fat
130,57,fat
133,35,normal
151,39,thin
155,66,fat
122,82,fat
124,79,fat
164,66,normal
178,70,normal
177,85,fat
128,98,fat
159,60,normal
125,44,fat
143,71,fat
178,69,normal
191,46,thin
193,56,thin
178,100,fat
173,49,thin
172,82,fat
132,69,fat
128,61,fat
127,93,fat
197,49,thin
121,36,normal
120,60,fat
124,65,fat
129,80,fat
178,80,fat
172,50,thin
129,78,fat
198,44,thin
156,98,fat
163,52,normal
140,65,fat
148,44,normal
155,74,fat
162,39,thin
129,95,fat
181,76,normal
171,54,thin
143,75,fat
144,81,fat
170,77,fat
147,35,thin
155,49,normal
197,87,normal
173,53,thin
143,49,normal
171,42,thin
138,69,fat
133,69,fat
151,86,fat
129,44,fat
158,41,thin
181,60,thin
137,81,fat
173,74,normal
129,58,fat
182,95,fat
200,37,thin
158,73,fat
139,44,normal
179,88,fat
180,52,thin
126,88,fat
181,39,thin
161,98,fat
165,91,fat
149,99,fat
128,46,fat
171,67,normal
134,82,fat
128,90,fat
126,48,fat
138,51,fat
171,63,normal
132,60,fat
123,85,fat
136,65,fat
163,79,fat
126,90,fat
188,93,fat
197,83,normal
150,66,fat
134,47,fat
153,92,fat
156,68,fat
151,96,fat
172,69,normal
120,36,fat
136,97,fat
195,58,thin
192,69,normal
192,83,normal
199,79,normal
194,84,normal
120,88,fat
160,77,fat
135,91,fat
161,36,thin
138,67,fat
192,75,normal
163,88,fat
171,87,fat
174,93,fat
153,42,thin
183,35,thin
181,99,fat
128,93,fat
181,85,fat
126,72,fat
123,93,fat
182,55,thin
196,44,thin
157,50,normal
186,68,normal
173,97,fat
134,46,fat
162,71,fat
152,86,fat
189,73,normal
121,44,fat
194,57,thin
137,58,fat
199,100,fat
153,40,thin
197,52,thin
153,80,fat
134,58,fat
140,42,normal
137,72,fat
145,46,normal
141,38,normal
144,78,fat
194,35,thin
125,82,fat
146,60,fat
152,44,normal
174,39,thin
170,65,normal
138,98,fat
196,78,normal
146,66,fat
196,50,thin
132,46,fat
173,48,thin
174,80,fat
143,49,normal
128,81,fat
199,100,fat
163,80,fat
127,92,fat
148,76,fat
199,100,fat
121,97,fat
122,38,fat
192,78,normal
183,92,fat
176,49,thin
120,65,fat
175,86,fat
181,91,fat
183,45,thin
140,99,fat
200,43,thin
188,46,thin
151,90,fat
153,92,fat
143,79,fat
163,56,normal
171,54,thin
170,51,thin
186,72,normal
153,88,fat
122,43,fat
123,56,fat
173,48,thin
177,74,normal
162,41,thin
183,86,fat
121,94,fat
180,68,normal
189,90,fat
131,76,fat
154,77,fat
195,43,thin
132,79,fat
166,41,thin
139,94,fat
154,41,thin
195,48,thin
189,81,normal
172,73,normal
177,35,thin
170,94,fat
122,38,fat
121,60,fat
127,94,fat
174,81,fat
141,76,fat
176,41,thin
173,36,thin
134,52,fat
166,66,normal
142,66,fat
136,66,fat
188,63,thin
122,35,normal
186,54,thin
126,77,fat
123,80,fat
172,65,normal
120,54,fat
181,84,fat
193,88,normal
167,74,fat
192,97,fat
169,93,fat
179,49,thin
153,91,fat
140,74,fat
159,59,normal
139,39,normal
165,38,thin
195,74,normal
139,98,fat
126,40,fat
145,44,normal
173,81,fat
195,65,thin
152,69,fat
197,63,thin
155,59,normal
200,100,fat
134,61,fat
191,84,normal
155,62,fat
200,84,normal
173,46,thin
179,50,thin
146,37,thin
182,38,thin
170,55,normal
193,48,thin
120,94,fat
176,67,normal
172,35,thin
136,64,fat
122,61,fat
178,79,normal
128,35,normal
122,65,fat
194,58,thin
179,93,fat
162,47,thin
131,79,fat
151,36,thin
162,47,thin
121,84,fat
140,75,fat
154,48,normal
133,83,fat
145,46,normal
159,95,fat
148,50,normal
153,79,fat
164,92,fat
196,51,thin
137,95,fat
135,47,fat
180,60,normal
125,91,fat
133,83,fat
141,94,fat
170,52,thin
189,53,thin
169,97,fat
191,51,thin
131,39,normal
155,75,fat
157,55,normal
133,37,normal
128,63,fat
146,88,fat
129,81,fat
157,70,fat
192,67,thin
169,88,fat
167,84,fat
183,72,normal
200,69,thin
160,95,fat
150,69,fat
135,74,fat
145,84,fat
194,49,thin
153,76,fat
197,97,normal
144,61,fat
128,67,fat
131,80,fat
197,51,thin
157,66,fat
125,74,fat
184,65,normal
179,66,normal
158,96,fat
127,76,fat
124,57,fat
170,35,thin
166,78,fat
167,95,fat
170,100,fat
162,70,fat
132,85,fat
179,42,thin
186,68,normal
197,77,normal
144,54,fat
152,70,fat
164,99,fat
157,81,fat
145,39,normal
137,36,normal
185,44,thin
128,81,fat
135,73,fat
178,74,normal
185,68,normal
173,59,normal
168,84,fat
198,44,thin
176,63,normal
130,87,fat
144,61,fat
151,85,fat
122,92,fat
200,56,thin
160,42,thin
149,94,fat
191,86,normal
182,91,fat
125,35,normal
155,100,fat
156,69,fat
135,66,fat
134,89,fat
120,50,fat
131,77,fat
175,78,fat
176,72,normal
188,98,fat
163,62,normal
135,82,fat
169,92,fat
154,48,normal
136,95,fat
135,76,fat
120,51,fat
174,75,normal
181,100,fat
170,55,normal
141,65,fat
148,66,fat
137,80,fat
198,75,normal
146,96,fat
173,41,thin
140,58,fat
130,70,fat
180,78,normal
175,100,fat
151,86,fat
135,41,normal
125,60,fat
197,66,thin
121,51,fat
172,48,thin
171,61,normal
168,46,thin
149,58,fat
146,57,fat
146,74,fat
187,62,thin
196,77,normal
128,49,fat
188,56,thin
144,100,fat
141,61,fat
135,40,normal
182,67,normal
195,78,normal
139,45,normal
194,47,thin
138,40,normal
143,58,fat
152,87,fat
192,77,normal
131,63,fat
162,96,fat
171,92,fat
122,48,fat
137,78,fat
147,46,normal
155,37,thin
194,38,thin
156,69,fat
144,70,fat
190,42,thin
183,65,normal
143,41,normal
192,67,thin
144,51,normal
185,91,fat
148,73,fat
161,69,fat
135,77,fat
163,41,thin
197,42,thin
141,72,fat
153,54,normal
126,85,fat
179,42,thin
145,97,fat
125,74,fat
124,80,fat
170,56,normal
176,53,thin
154,53,normal
137,96,fat
139,55,fat
156,46,normal
186,43,thin
158,76,fat
196,73,normal
154,41,thin
180,59,thin
122,77,fat
141,91,fat
167,76,fat
180,48,thin
173,68,normal
151,97,fat
190,99,fat
146,95,fat
124,65,fat
164,79,fat
179,72,normal
143,51,normal
195,91,normal
120,89,fat
189,82,normal
165,92,fat
190,97,fat
197,70,thin
185,51,thin
183,73,normal
123,46,fat
155,71,fat
195,40,thin
187,38,thin
193,91,normal
140,63,fat
157,39,thin
180,62,normal
143,75,fat
123,94,fat
170,100,fat
134,95,fat
188,98,fat
160,38,thin
180,88,fat
140,92,fat
146,92,fat
196,89,normal
198,88,normal
197,88,normal
145,81,fat
133,96,fat
171,72,normal
138,94,fat
131,86,fat
199,80,normal
155,73,fat
142,100,fat
150,89,fat
171,61,normal
179,80,normal
142,99,fat
148,72,fat
128,78,fat
121,87,fat
170,36,thin
151,75,fat
193,93,normal
127,88,fat
133,40,normal
198,66,thin
169,66,normal
131,53,fat
176,79,fat
120,49,fat
182,42,thin
139,73,fat
147,60,fat
179,95,fat
162,96,fat
176,86,fat
198,65,thin
121,96,fat
125,56,fat
193,35,thin
152,72,fat
193,70,normal
143,90,fat
198,63,thin
186,53,thin
173,45,thin
124,84,fat
194,40,thin
154,44,normal
172,74,fat
195,88,normal
188,81,normal
140,85,fat
149,88,fat
199,53,thin
120,53,fat
179,74,normal
123,84,fat
143,53,fat
187,63,thin
140,93,fat
135,82,fat
154,58,normal
129,36,normal
153,41,thin
123,47,fat
181,94,fat
146,36,thin
122,64,fat
189,84,normal
139,81,fat
161,45,thin
150,79,fat
145,52,normal
160,96,fat
183,63,normal
124,58,fat
169,90,fat
165,68,normal
125,95,fat
133,62,fat
153,51,normal
160,36,thin
178,100,fat
173,63,normal
200,42,thin
122,87,fat
122,58,fat
181,76,normal
187,100,fat
200,52,thin
155,85,fat
134,94,fat
141,35,thin
185,46,thin
182,91,fat
124,80,fat
184,76,normal
166,54,normal
144,93,fat
139,70,fat
135,92,fat
124,73,fat
198,64,thin
131,48,fat
147,44,normal
150,38,thin
123,80,fat
181,100,fat
130,96,fat
161,90,fat
141,76,fat
125,69,fat
149,77,fat
189,50,thin
151,86,fat
178,66,normal
183,84,fat
171,87,fat
139,61,fat
134,86,fat
135,51,fat
155,89,fat
152,91,fat
181,42,thin
143,45,normal
177,84,fat
181,63,normal
196,75,normal
138,94,fat
191,35,thin
167,59,normal
182,66,normal
148,68,fat
158,45,thin
194,38,thin
154,81,fat
124,84,fat
195,69,thin
153,60,fat
126,100,fat
197,81,normal
145,85,fat
180,59,thin
183,98,fat
194,68,thin
179,86,fat
175,77,fat
156,70,fat
133,58,fat
156,92,fat
130,59,fat
181,96,fat
151,84,fat
121,81,fat
170,43,thin
195,55,thin
135,69,fat
165,92,fat
123,97,fat
181,50,thin
130,59,fat
190,48,thin
171,79,fat
159,64,fat
152,79,fat
193,96,fat
170,67,normal
157,58,normal
182,42,thin
199,98,normal
171,50,thin
133,80,fat
191,88,normal
131,38,normal
153,88,fat
197,85,normal
190,92,fat
163,70,fat
139,72,fat
123,50,fat
194,62,thin
159,72,fat
170,55,normal
125,79,fat
192,35,thin
152,63,fat
141,97,fat
120,58,fat
146,83,fat
179,56,thin
181,38,thin
126,99,fat
122,83,fat
122,76,fat
126,57,fat
127,95,fat
135,76,fat
153,43,thin
160,36,thin
139,39,normal
148,37,thin
129,68,fat
128,94,fat
131,54,fat
139,58,fat
121,58,fat
194,46,thin
190,88,normal
196,79,normal
182,93,fat
178,89,fat
149,70,fat
171,93,fat
157,75,fat
192,67,thin
148,96,fat
165,86,fat
159,58,normal
184,50,thin
160,89,fat
140,71,fat
184,81,normal
158,73,fat
190,55,thin
149,68,fat
150,81,fat
175,93,fat
159,66,fat
189,59,thin
196,95,normal
169,54,normal
189,88,normal
142,69,fat
194,62,thin
124,93,fat
142,96,fat
136,94,fat
185,82,normal
192,52,thin
142,52,fat
167,82,fat
147,97,fat
151,85,fat
140,40,normal
131,47,fat
199,38,thin
200,61,thin
153,55,normal
165,69,fat
155,59,normal
193,55,thin
124,80,fat
164,62,normal
154,80,fat
176,59,normal
171,71,normal
198,69,thin
137,82,fat
168,85,fat
190,53,thin
181,91,fat
196,35,thin
189,60,thin
163,76,fat
143,51,normal
181,35,thin
178,77,normal
188,37,thin
156,90,fat
170,57,normal
162,94,fat
190,60,thin
120,60,fat
196,40,thin
149,92,fat
171,42,thin
189,75,normal
164,68,fat
189,89,normal
182,93,fat
130,80,fat
125,98,fat
181,91,fat
164,38,thin
198,100,fat
175,65,normal
133,88,fat
121,81,fat
132,68,fat
154,74,fat
156,68,fat
172,66,normal
165,92,fat
176,58,normal
154,61,fat
198,57,thin
134,96,fat
188,61,thin
138,35,thin
173,99,fat
132,87,fat
126,91,fat
184,70,normal
174,47,thin
153,84,fat
198,94,normal
153,82,fat
158,66,fat
176,46,thin
192,43,thin
166,44,thin
180,80,normal
124,63,fat
161,50,normal
149,99,fat
196,44,thin
157,48,normal
186,92,fat
198,40,thin
128,50,fat
178,39,thin
131,47,fat
162,77,fat
152,49,normal
150,49,normal
135,49,fat
163,46,thin
148,78,fat
164,63,normal
171,92,fat
135,85,fat
190,74,normal
120,74,fat
149,44,normal
126,76,fat
195,73,normal
137,76,fat
199,86,normal
155,78,fat
176,51,thin
146,99,fat
192,97,fat
159,84,fat
183,40,thin
132,40,normal
200,48,thin
132,53,fat
169,46,thin
181,73,normal
134,48,fat
199,86,normal
121,48,fat
149,38,thin
194,64,thin
123,67,fat
185,40,thin
168,49,thin
198,36,thin
193,67,thin
152,91,fat
153,88,fat
192,46,thin
147,92,fat
192,56,thin
196,80,normal
170,77,fat
155,44,thin
145,92,fat
185,89,fat
174,93,fat
198,87,normal
195,57,thin
154,72,fat
166,63,normal
133,88,fat
139,40,normal
188,69,normal
155,90,fat
185,79,normal
143,84,fat
176,98,fat
187,79,normal
168,35,thin
140,67,fat
129,79,fat
199,51,thin
185,36,thin
144,39,normal
130,38,normal
196,57,thin
186,100,fat
151,68,fat
124,74,fat
145,58,fat
169,60,normal
164,72,fat
184,46,thin
161,49,normal
176,65,normal
157,37,thin
145,86,fat
144,44,normal
199,65,thin
185,96,fat
180,74,normal
153,83,fat
125,48,fat
153,58,normal
129,42,fat
120,97,fat
121,51,fat
183,40,thin
123,77,fat
169,44,thin
120,92,fat
131,62,fat
161,85,fat
168,43,thin
178,36,thin
163,55,normal
179,51,thin
165,54,normal
178,87,fat
148,89,fat
174,81,fat
160,88,fat
163,52,normal
151,58,fat
134,41,normal
157,57,normal
164,59,normal
192,68,thin
137,52,fat
138,51,fat
193,47,thin
166,85,fat
127,46,fat
180,71,normal
194,58,thin
154,95,fat
129,35,normal
135,47,fat
199,38,thin
121,85,fat
158,53,normal
169,72,fat
198,49,thin
137,84,fat
132,85,fat
155,45,normal
133,36,normal
186,44,thin
147,44,normal
192,83,normal
200,64,thin
192,43,thin
168,35,thin
137,89,fat
148,87,fat
171,40,thin
126,70,fat
162,54,normal
166,97,fat
140,72,fat
153,57,normal
131,47,fat
142,79,fat
171,45,thin
129,84,fat
179,37,thin
199,37,thin
186,99,fat
148,72,fat
189,67,normal
163,85,fat
191,69,normal
151,49,normal
155,68,fat
140,74,fat
184,56,thin
182,98,fat
183,56,thin
191,59,thin
191,85,normal
167,96,fat
161,73,fat
172,76,fat
133,66,fat
157,48,normal
165,41,thin
175,89,fat
170,36,thin
129,66,fat
137,91,fat
135,57,fat
139,59,fat
131,95,fat
176,73,normal
187,40,thin
129,84,fat
128,61,fat
130,57,fat
200,75,normal
137,54,fat
174,99,fat
166,73,fat
185,59,thin
145,46,normal
185,79,normal
126,79,fat
190,89,normal
133,51,fat
199,87,normal
157,79,fat
184,87,fat
160,64,normal
171,48,thin
121,72,fat
154,91,fat
186,38,thin
178,62,normal
162,86,fat
166,93,fat
188,40,thin
196,39,thin
185,81,normal
146,99,fat
126,93,fat
138,87,fat
149,58,fat
179,74,normal
145,59,fat
139,52,fat
180,86,fat
128,54,fat
194,84,normal
145,79,fat
180,83,fat
189,92,fat
200,70,thin
138,57,fat
190,36,thin
167,82,fat
188,42,thin
147,40,normal
171,66,normal
125,45,fat
163,76,fat
121,67,fat
180,59,thin
200,42,thin
182,59,thin
179,94,fat
137,36,normal
149,36,thin
159,58,normal
158,75,fat
164,49,thin
143,53,fat
137,65,fat
174,77,fat
145,94,fat
160,96,fat
180,41,thin
164,97,fat
176,39,thin
198,79,normal
144,100,fat
131,59,fat
126,55,fat
154,77,fat
174,46,thin
178,88,fat
161,76,fat
145,49,normal
135,47,fat
122,56,fat
142,82,fat
120,70,fat
200,69,thin
130,63,fat
192,55,thin
136,75,fat
125,70,fat
125,74,fat
177,93,fat
152,50,normal
167,38,thin
162,91,fat
146,41,normal
124,61,fat
134,61,fat
178,93,fat
175,49,thin
161,36,thin
184,82,normal
182,57,thin
145,77,fat
187,98,fat
164,76,fat
185,80,normal
175,72,normal
180,55,thin
184,64,normal
136,37,normal
178,51,thin
194,44,thin
175,90,fat
138,54,fat
185,75,normal
164,84,fat
184,55,thin
186,52,thin
147,41,normal
189,57,thin
176,45,thin
